Landmarks,Gesture
"[,6.47506416e-01,6.68706477e-01,-1.51165608e-07,5.90850115e-01
,6.51311994e-01,-3.51324491e-02,5.40267646e-01,6.09692037e-01
,-6.37938678e-02,5.18672824e-01,5.61697602e-01,-9.25888643e-02
,5.37450254e-01,5.09305418e-01,-1.20282471e-01,5.44832587e-01
,4.64025706e-01,-4.04521488e-02,5.05613148e-01,3.64404082e-01
,-7.87242204e-02,4.85091835e-01,3.03579092e-01,-1.02294564e-01
,4.70534980e-01,2.51505852e-01,-1.18088268e-01,5.92532516e-01
,4.58498746e-01,-4.47790399e-02,5.69816053e-01,4.16389912e-01
,-1.06419556e-01,5.72037756e-01,5.04683614e-01,-1.19999990e-01
,5.77809095e-01,5.73910654e-01,-1.14241228e-01,6.39280200e-01
,4.68875766e-01,-5.35829477e-02,6.18052721e-01,4.55592036e-01
,-1.11265689e-01,6.12520039e-01,5.45955718e-01,-1.02500491e-01
,6.09908521e-01,6.07937694e-01,-8.07680041e-02,6.84371591e-01
,4.91650611e-01,-6.51109740e-02,6.63344681e-01,4.80798513e-01
,-1.01893909e-01,6.49886966e-01,5.47049820e-01,-9.25154611e-02
,6.41097665e-01,5.96107244e-01,-7.56186321e-02]",Your Gesture Name
"[,6.50209785e-01,6.69601977e-01,-2.26163621e-07,5.92813551e-01
,6.52708948e-01,-3.30190696e-02,5.40597796e-01,6.10709429e-01
,-5.96776120e-02,5.17261922e-01,5.62607288e-01,-8.67432952e-02
,5.32247603e-01,5.10277867e-01,-1.12668552e-01,5.43949485e-01
,4.65980113e-01,-3.73069607e-02,4.95586753e-01,3.74034703e-01
,-7.56627694e-02,4.68303680e-01,3.18657637e-01,-9.94450226e-02
,4.48707819e-01,2.70743430e-01,-1.15070805e-01,5.91056585e-01
,4.57339674e-01,-4.20770422e-02,5.66822290e-01,4.19943511e-01
,-1.02616489e-01,5.70343256e-01,5.08941233e-01,-1.15735114e-01
,5.78245878e-01,5.77511847e-01,-1.09498180e-01,6.37725532e-01
,4.66067642e-01,-5.13104387e-02,6.16692960e-01,4.59157020e-01
,-1.07108459e-01,6.12436950e-01,5.48898697e-01,-9.75904092e-02
,6.12593651e-01,6.09283805e-01,-7.54069611e-02,6.82956934e-01
,4.87985402e-01,-6.33003116e-02,6.62247717e-01,4.82037365e-01
,-9.80786234e-02,6.49599135e-01,5.47926486e-01,-8.80738497e-02
,6.43058538e-01,5.94548702e-01,-7.07500279e-02]",Your Gesture Name
"[,6.52218699e-01,6.71020746e-01,-2.21238395e-07,5.95626116e-01
,6.56302154e-01,-3.45762856e-02,5.42361975e-01,6.14813626e-01
,-6.18226416e-02,5.18403709e-01,5.64111590e-01,-8.88738632e-02
,5.31104207e-01,5.09525418e-01,-1.14584364e-01,5.40611684e-01
,4.75072473e-01,-3.91014814e-02,4.87565637e-01,3.87668759e-01
,-7.79838264e-02,4.56164837e-01,3.33795071e-01,-1.02130689e-01
,4.33906585e-01,2.86322773e-01,-1.18369833e-01,5.88979781e-01
,4.62355196e-01,-4.35548052e-02,5.66088676e-01,4.16129708e-01
,-1.04702830e-01,5.70447087e-01,5.05758941e-01,-1.17499992e-01
,5.78522325e-01,5.76564848e-01,-1.10804133e-01,6.36725545e-01
,4.68586862e-01,-5.25531806e-02,6.16190195e-01,4.56150234e-01
,-1.08518146e-01,6.11863375e-01,5.48138678e-01,-9.81177688e-02
,6.11620665e-01,6.10445261e-01,-7.54765049e-02,6.82481647e-01
,4.88754451e-01,-6.44616559e-02,6.61731541e-01,4.84233618e-01
,-9.97823477e-02,6.48968220e-01,5.51372707e-01,-8.99287015e-02
,6.42066479e-01,5.98181427e-01,-7.29318038e-02]",Your Gesture Name
"[,6.51912630e-01,6.72822714e-01,-2.08099024e-07,5.95071256e-01
,6.56174898e-01,-3.42174135e-02,5.42595446e-01,6.12404346e-01
,-6.17167689e-02,5.17320514e-01,5.61335921e-01,-8.93472359e-02
,5.31798124e-01,5.09732783e-01,-1.15931451e-01,5.42808235e-01
,4.79564548e-01,-4.04044837e-02,4.86241430e-01,3.93381536e-01
,-8.05659816e-02,4.51866925e-01,3.39278966e-01,-1.05908610e-01
,4.27837431e-01,2.91097492e-01,-1.23094670e-01,5.90253115e-01
,4.68754649e-01,-4.56163734e-02,5.66989064e-01,4.18670654e-01
,-1.07748725e-01,5.69358051e-01,5.09081841e-01,-1.20421976e-01
,5.76398134e-01,5.80408156e-01,-1.13797225e-01,6.37741208e-01
,4.76035953e-01,-5.53565025e-02,6.16876245e-01,4.52562839e-01
,-1.12605885e-01,6.11809671e-01,5.46556532e-01,-1.01170063e-01
,6.12047374e-01,6.11587286e-01,-7.75714070e-02,6.84035242e-01
,4.96776491e-01,-6.79250509e-02,6.63039744e-01,4.80083317e-01
,-1.04617998e-01,6.49640620e-01,5.47158718e-01,-9.39910561e-02
,6.42996371e-01,5.96347213e-01,-7.62907341e-02]",Your Gesture Name
"[,6.51959300e-01,6.73658311e-01,-2.08733653e-07,5.95196426e-01
,6.56266093e-01,-3.41897719e-02,5.42936504e-01,6.12057567e-01
,-6.14230596e-02,5.16801119e-01,5.61647475e-01,-8.87701362e-02
,5.29885888e-01,5.10610461e-01,-1.15107946e-01,5.43391109e-01
,4.81563270e-01,-3.98363806e-02,4.85982895e-01,3.95823538e-01
,-7.93209076e-02,4.51030791e-01,3.43266904e-01,-1.04185574e-01
,4.26528007e-01,2.95399100e-01,-1.21047914e-01,5.90053856e-01
,4.70851898e-01,-4.47793901e-02,5.66980302e-01,4.19009984e-01
,-1.06097512e-01,5.68715096e-01,5.08287907e-01,-1.19073741e-01
,5.74502826e-01,5.78372300e-01,-1.12911016e-01,6.37066066e-01
,4.77485120e-01,-5.41645326e-02,6.16848528e-01,4.47995454e-01
,-1.11575715e-01,6.10879242e-01,5.42870641e-01,-1.00917444e-01
,6.09963119e-01,6.09867692e-01,-7.77388290e-02,6.83180630e-01
,4.97373492e-01,-6.62478507e-02,6.62820399e-01,4.77000356e-01
,-1.03732072e-01,6.48818374e-01,5.43715000e-01,-9.38764140e-02
,6.40935183e-01,5.94338059e-01,-7.65737072e-02]",Your Gesture Name
"[,6.52511597e-01,6.71362877e-01,-2.28064010e-07,5.95942378e-01
,6.56135023e-01,-3.33884358e-02,5.43129683e-01,6.11429572e-01
,-5.95507473e-02,5.17216325e-01,5.59798896e-01,-8.57660323e-02
,5.29555023e-01,5.07621527e-01,-1.10813648e-01,5.41603267e-01
,4.77893114e-01,-3.79342213e-02,4.83965874e-01,3.94752473e-01
,-7.61259645e-02,4.48705912e-01,3.43623698e-01,-1.00268111e-01
,4.23518956e-01,2.97436178e-01,-1.16781607e-01,5.88286519e-01
,4.66149092e-01,-4.26203050e-02,5.66448510e-01,4.17717397e-01
,-1.01871103e-01,5.68779290e-01,5.06089270e-01,-1.14209436e-01
,5.74196935e-01,5.75569510e-01,-1.08094096e-01,6.35552585e-01
,4.72825348e-01,-5.17217256e-02,6.16113663e-01,4.48417902e-01
,-1.07081458e-01,6.10160708e-01,5.42015970e-01,-9.66202319e-02
,6.08891010e-01,6.07520461e-01,-7.41993859e-02,6.82107508e-01
,4.93369699e-01,-6.35266751e-02,6.62487864e-01,4.77305233e-01
,-1.00004584e-01,6.48578346e-01,5.44281006e-01,-9.07543078e-02
,6.40545428e-01,5.94707549e-01,-7.41719604e-02]",Your Gesture Name
"[,6.50961339e-01,6.70685589e-01,-2.32082030e-07,5.94653904e-01
,6.54561818e-01,-3.15970965e-02,5.41645944e-01,6.08240128e-01
,-5.66293225e-02,5.17521739e-01,5.54500341e-01,-8.22122991e-02
,5.33491254e-01,5.04034996e-01,-1.06846541e-01,5.43418050e-01
,4.77132022e-01,-3.56536992e-02,4.85984564e-01,3.93287897e-01
,-7.27467611e-02,4.50949848e-01,3.42332661e-01,-9.61365327e-02
,4.25855637e-01,2.96138108e-01,-1.12318635e-01,5.89849353e-01
,4.66239780e-01,-4.14432958e-02,5.66138983e-01,4.14191306e-01
,-9.99827310e-02,5.69281042e-01,5.02239645e-01,-1.12061888e-01
,5.75873733e-01,5.72229803e-01,-1.05747797e-01,6.36745989e-01
,4.73289311e-01,-5.14981225e-02,6.15012109e-01,4.44727778e-01
,-1.06613189e-01,6.11196280e-01,5.38387895e-01,-9.59101468e-02
,6.12093031e-01,6.04388654e-01,-7.32312053e-02,6.83113039e-01
,4.93850142e-01,-6.40919879e-02,6.61307573e-01,4.75333005e-01
,-1.00208513e-01,6.49081349e-01,5.42112947e-01,-9.05179158e-02
,6.42979324e-01,5.92382550e-01,-7.37326816e-02]",Your Gesture Name
"[,6.51063085e-01,6.70319498e-01,-1.88235319e-07,5.94694376e-01
,6.52953506e-01,-3.32498513e-02,5.43650150e-01,6.08922660e-01
,-6.02129549e-02,5.21173418e-01,5.57711661e-01,-8.73911977e-02
,5.34342647e-01,5.04402280e-01,-1.13447875e-01,5.45546830e-01
,4.77484196e-01,-3.88348177e-02,4.90530550e-01,3.88891309e-01
,-7.70501643e-02,4.57464367e-01,3.35416287e-01,-1.00954972e-01
,4.33926582e-01,2.87152469e-01,-1.17250733e-01,5.91529071e-01
,4.68745917e-01,-4.43530865e-02,5.68958759e-01,4.12379384e-01
,-1.04324318e-01,5.72036684e-01,5.00499785e-01,-1.16685234e-01
,5.78617513e-01,5.71633220e-01,-1.10275902e-01,6.38016820e-01
,4.76640165e-01,-5.42300865e-02,6.17892742e-01,4.43181813e-01
,-1.10192731e-01,6.13318443e-01,5.35809457e-01,-9.89571288e-02
,6.13415599e-01,6.02511287e-01,-7.57986084e-02,6.84646010e-01
,4.97307956e-01,-6.67793751e-02,6.64849043e-01,4.72839952e-01
,-1.03701957e-01,6.52446449e-01,5.39897621e-01,-9.35019180e-02
,6.45321250e-01,5.92228174e-01,-7.61331916e-02]",Your Gesture Name
"[,6.50897861e-01,6.67385638e-01,-1.71404167e-07,5.96587062e-01
,6.51162505e-01,-3.40054967e-02,5.45991838e-01,6.08932018e-01
,-6.12717569e-02,5.22387505e-01,5.59736609e-01,-8.87242779e-02
,5.36708295e-01,5.08506835e-01,-1.15010254e-01,5.48648953e-01
,4.70367521e-01,-3.94638628e-02,4.98610467e-01,3.77442211e-01
,-7.70904645e-02,4.69422996e-01,3.22542369e-01,-1.00017831e-01
,4.49206293e-01,2.73298413e-01,-1.15457863e-01,5.94952941e-01
,4.63516295e-01,-4.45575863e-02,5.71612597e-01,4.12536800e-01
,-1.04309037e-01,5.74844480e-01,5.02604842e-01,-1.15907744e-01
,5.82005203e-01,5.72183192e-01,-1.08809873e-01,6.41204655e-01
,4.73179162e-01,-5.40385246e-02,6.21120095e-01,4.44531739e-01
,-1.09931774e-01,6.17288888e-01,5.38028121e-01,-9.83513743e-02
,6.17443860e-01,6.03268206e-01,-7.48634562e-02,6.87172472e-01
,4.95613128e-01,-6.62979335e-02,6.67701662e-01,4.74761069e-01
,-1.02755688e-01,6.55475676e-01,5.42595685e-01,-9.21866000e-02
,6.48322225e-01,5.93568385e-01,-7.44776130e-02]",Your Gesture Name
"[,6.53026104e-01,6.66226149e-01,-1.20684831e-07,5.96594274e-01
,6.52289093e-01,-3.44514176e-02,5.45378923e-01,6.10163391e-01
,-6.25211000e-02,5.24603665e-01,5.60403585e-01,-9.04634371e-02
,5.41160882e-01,5.07834375e-01,-1.17404789e-01,5.49745440e-01
,4.69531268e-01,-4.26305160e-02,5.08268297e-01,3.66805583e-01
,-8.01146105e-02,4.86315370e-01,3.05432856e-01,-1.02730103e-01
,4.70535070e-01,2.52424508e-01,-1.17952056e-01,5.97244442e-01
,4.63922679e-01,-4.72944416e-02,5.74263632e-01,4.14943606e-01
,-1.07669316e-01,5.78039527e-01,5.02809167e-01,-1.19498312e-01
,5.85473120e-01,5.71981072e-01,-1.12626858e-01,6.43935025e-01
,4.73270833e-01,-5.61226383e-02,6.23072624e-01,4.52694237e-01
,-1.12486534e-01,6.20383322e-01,5.42936385e-01,-1.01406172e-01
,6.20987356e-01,6.04733586e-01,-7.84158856e-02,6.90053821e-01
,4.94132519e-01,-6.75988421e-02,6.69079483e-01,4.77037787e-01
,-1.03856236e-01,6.58180714e-01,5.44176519e-01,-9.27211642e-02
,6.52399778e-01,5.93703866e-01,-7.46766180e-02]",Your Gesture Name
"[,6.51850104e-01,6.66384578e-01,-5.52026513e-08,5.95342577e-01
,6.52363896e-01,-3.62994410e-02,5.45210660e-01,6.10674798e-01
,-6.54289648e-02,5.23169875e-01,5.63566267e-01,-9.46642458e-02
,5.40223539e-01,5.09853065e-01,-1.22954085e-01,5.47492504e-01
,4.64195520e-01,-4.20202017e-02,5.21973968e-01,3.59073520e-01
,-8.07904154e-02,5.11853874e-01,2.92878330e-01,-1.05169587e-01
,5.04937887e-01,2.34859154e-01,-1.21436879e-01,5.96567154e-01
,4.60602641e-01,-4.64887880e-02,5.77051520e-01,4.14866924e-01
,-1.08934194e-01,5.79990923e-01,5.03817737e-01,-1.23118706e-01
,5.86097956e-01,5.73401093e-01,-1.17341481e-01,6.44634783e-01
,4.72117931e-01,-5.53337857e-02,6.27032399e-01,4.54757661e-01
,-1.14292182e-01,6.22697949e-01,5.46728671e-01,-1.05374150e-01
,6.20900214e-01,6.08694673e-01,-8.28574449e-02,6.91367447e-01
,4.95078027e-01,-6.68093339e-02,6.73217952e-01,4.77813691e-01
,-1.04413673e-01,6.61398470e-01,5.44466853e-01,-9.40262377e-02
,6.53745592e-01,5.93817472e-01,-7.58858323e-02]",Your Gesture Name
"[,6.50010228e-01,6.63290262e-01,-6.66413627e-08,5.95573485e-01
,6.51674032e-01,-3.41684893e-02,5.45680046e-01,6.12000346e-01
,-6.29673079e-02,5.24030507e-01,5.67334414e-01,-9.23758149e-02
,5.42727709e-01,5.16249299e-01,-1.20987944e-01,5.53237319e-01
,4.59664106e-01,-4.16893885e-02,5.35637856e-01,3.49487931e-01
,-7.99879730e-02,5.33329248e-01,2.84412920e-01,-1.04442522e-01
,5.32433867e-01,2.28503779e-01,-1.20730601e-01,6.01913512e-01
,4.59280372e-01,-4.65401337e-02,5.81374228e-01,4.23382968e-01
,-1.08164154e-01,5.83727181e-01,5.12255490e-01,-1.22820564e-01
,5.88660538e-01,5.78071058e-01,-1.18373320e-01,6.48141384e-01
,4.71389264e-01,-5.54463156e-02,6.28670633e-01,4.57320303e-01
,-1.12523317e-01,6.23984754e-01,5.47898233e-01,-1.03690580e-01
,6.20881617e-01,6.08356476e-01,-8.23223516e-02,6.92345440e-01
,4.94198531e-01,-6.68983683e-02,6.73192620e-01,4.82093811e-01
,-1.03284009e-01,6.61383450e-01,5.48946619e-01,-9.32133868e-02
,6.53300762e-01,5.96311569e-01,-7.56910518e-02]",Your Gesture Name
"[,6.49323642e-01,6.64362490e-01,-6.87331081e-08,5.95836163e-01
,6.50816143e-01,-3.46061997e-02,5.46404541e-01,6.11164391e-01
,-6.34510145e-02,5.25193810e-01,5.65606117e-01,-9.29502323e-02
,5.45286596e-01,5.15166581e-01,-1.21550098e-01,5.53040564e-01
,4.57402080e-01,-4.04636227e-02,5.41558504e-01,3.49482596e-01
,-7.87373409e-02,5.43989956e-01,2.84420192e-01,-1.03466868e-01
,5.47197342e-01,2.28074104e-01,-1.19951501e-01,6.01739109e-01
,4.57054108e-01,-4.46943566e-02,5.83276153e-01,4.24673289e-01
,-1.06733285e-01,5.83792329e-01,5.13420999e-01,-1.22180805e-01
,5.86395860e-01,5.80618322e-01,-1.18090384e-01,6.48288608e-01
,4.69486237e-01,-5.30996770e-02,6.30101621e-01,4.60859090e-01
,-1.10889226e-01,6.24042630e-01,5.51558375e-01,-1.03111178e-01
,6.19101942e-01,6.12353921e-01,-8.20542872e-02,6.92663610e-01
,4.93038714e-01,-6.40723482e-02,6.74502254e-01,4.84258503e-01
,-1.01229839e-01,6.61426127e-01,5.50235510e-01,-9.22782794e-02
,6.51238024e-01,5.97550690e-01,-7.52341300e-02]",Your Gesture Name
"[,6.48256660e-01,6.63058579e-01,-4.90842496e-08,5.95370233e-01
,6.51825726e-01,-3.52798179e-02,5.46433508e-01,6.11877382e-01
,-6.45636171e-02,5.25883555e-01,5.67098618e-01,-9.43727866e-02
,5.44783354e-01,5.17880857e-01,-1.23412594e-01,5.54473937e-01
,4.55808073e-01,-4.16170843e-02,5.44408023e-01,3.47383827e-01
,-8.08808059e-02,5.49201250e-01,2.82075465e-01,-1.06830053e-01
,5.55442035e-01,2.25849330e-01,-1.24006107e-01,6.03114367e-01
,4.57190812e-01,-4.56720255e-02,5.83765268e-01,4.26612884e-01
,-1.08331114e-01,5.83949506e-01,5.15462756e-01,-1.24446273e-01
,5.86911201e-01,5.81193566e-01,-1.20946147e-01,6.49561822e-01
,4.70399290e-01,-5.39665632e-02,6.30649269e-01,4.59477782e-01
,-1.12180114e-01,6.24341249e-01,5.50917566e-01,-1.04087181e-01
,6.19376063e-01,6.11261785e-01,-8.28973427e-02,6.93948746e-01
,4.94161069e-01,-6.48979694e-02,6.75265789e-01,4.84056145e-01
,-1.02394260e-01,6.62227035e-01,5.50506115e-01,-9.29730237e-02
,6.52494311e-01,5.96969128e-01,-7.55305067e-02]",Your Gesture Name
"[,6.47216797e-01,6.63644314e-01,-5.42245679e-08,5.94101310e-01
,6.51938438e-01,-3.47510278e-02,5.45666993e-01,6.13206983e-01
,-6.39979169e-02,5.25122166e-01,5.71392596e-01,-9.37421024e-02
,5.41974545e-01,5.23340762e-01,-1.22725204e-01,5.53766131e-01
,4.56157893e-01,-4.19959053e-02,5.46564579e-01,3.48280042e-01
,-8.18966776e-02,5.53358614e-01,2.83006459e-01,-1.08913295e-01
,5.61128557e-01,2.26888493e-01,-1.26738921e-01,6.03330255e-01
,4.55594748e-01,-4.61244024e-02,5.85383534e-01,4.30859298e-01
,-1.08818941e-01,5.82877100e-01,5.18685102e-01,-1.25916868e-01
,5.82758129e-01,5.83878875e-01,-1.23466253e-01,6.49725318e-01
,4.67728287e-01,-5.43302558e-02,6.30794287e-01,4.64271396e-01
,-1.12184592e-01,6.23894334e-01,5.54784656e-01,-1.04405284e-01
,6.17738783e-01,6.14961088e-01,-8.38226974e-02,6.93504810e-01
,4.90580171e-01,-6.51944056e-02,6.74351990e-01,4.87544209e-01
,-1.02884948e-01,6.60909235e-01,5.54660976e-01,-9.35353339e-02
,6.50188386e-01,6.01313949e-01,-7.60734230e-02]",Your Gesture Name
"[,6.49703979e-01,6.65731907e-01,-3.38668684e-08,5.96994758e-01
,6.55547738e-01,-3.58294770e-02,5.47325253e-01,6.17444396e-01
,-6.49328828e-02,5.24137974e-01,5.77786148e-01,-9.43252146e-02
,5.39904714e-01,5.32390237e-01,-1.22912109e-01,5.53615689e-01
,4.57616925e-01,-4.14988957e-02,5.46921432e-01,3.50037962e-01
,-8.13691542e-02,5.54766297e-01,2.84535527e-01,-1.08767398e-01
,5.63859224e-01,2.28181064e-01,-1.26875430e-01,6.02464974e-01
,4.57210213e-01,-4.49379496e-02,5.84168494e-01,4.30404514e-01
,-1.07549652e-01,5.81940055e-01,5.17624199e-01,-1.25166208e-01
,5.82250535e-01,5.82696617e-01,-1.22960851e-01,6.48646832e-01
,4.69237804e-01,-5.25957420e-02,6.30494356e-01,4.64383811e-01
,-1.11032076e-01,6.23882055e-01,5.55780351e-01,-1.04042187e-01
,6.17863178e-01,6.16865575e-01,-8.36292133e-02,6.91914380e-01
,4.92312729e-01,-6.29514232e-02,6.73506975e-01,4.88565594e-01
,-1.01340324e-01,6.60646439e-01,5.56569576e-01,-9.25178155e-02
,6.50371790e-01,6.03855968e-01,-7.51942694e-02]",Your Gesture Name
"[,6.47438467e-01,6.66726232e-01,-5.13990095e-08,5.93980968e-01
,6.54351532e-01,-3.28660123e-02,5.44169843e-01,6.13532662e-01
,-6.04770444e-02,5.23837507e-01,5.69865167e-01,-8.90068710e-02
,5.43581426e-01,5.24866819e-01,-1.16895787e-01,5.52036285e-01
,4.58037853e-01,-3.80474776e-02,5.45756757e-01,3.50882620e-01
,-7.70819038e-02,5.53678334e-01,2.85608172e-01,-1.03913300e-01
,5.62375367e-01,2.29578748e-01,-1.21713482e-01,6.01371467e-01
,4.58851963e-01,-4.30035107e-02,5.83006382e-01,4.31466520e-01
,-1.05554804e-01,5.81112146e-01,5.20356894e-01,-1.22834712e-01
,5.81613898e-01,5.85925817e-01,-1.20255008e-01,6.47936761e-01
,4.71409947e-01,-5.20138778e-02,6.28710508e-01,4.63675678e-01
,-1.10154189e-01,6.21756196e-01,5.56098878e-01,-1.02754906e-01
,6.15638077e-01,6.17321134e-01,-8.19723681e-02,6.91879809e-01
,4.94355530e-01,-6.34770542e-02,6.72462046e-01,4.88811553e-01
,-1.01117700e-01,6.59147859e-01,5.56696653e-01,-9.17879194e-02
,6.48993313e-01,6.03240907e-01,-7.42066428e-02]",Your Gesture Name
"[,6.45755947e-01,6.65997863e-01,-5.23009547e-08,5.93030393e-01
,6.54475927e-01,-3.50360349e-02,5.43199897e-01,6.15251243e-01
,-6.41591102e-02,5.21218061e-01,5.72979510e-01,-9.38775614e-02
,5.40093660e-01,5.26616156e-01,-1.22915320e-01,5.52480876e-01
,4.57455754e-01,-4.11611050e-02,5.44871211e-01,3.51391345e-01
,-8.14836770e-02,5.52462220e-01,2.86813557e-01,-1.08830661e-01
,5.61458707e-01,2.31022477e-01,-1.26822054e-01,6.01738453e-01
,4.57575381e-01,-4.52233069e-02,5.83541572e-01,4.33391720e-01
,-1.09117121e-01,5.80801427e-01,5.23515463e-01,-1.26645163e-01
,5.81269085e-01,5.89344680e-01,-1.23961799e-01,6.48137391e-01
,4.70270276e-01,-5.35575598e-02,6.28716052e-01,4.67979699e-01
,-1.12823963e-01,6.20486140e-01,5.59138536e-01,-1.06047206e-01
,6.13722205e-01,6.19037151e-01,-8.54606926e-02,6.92053735e-01
,4.93484557e-01,-6.44848719e-02,6.72864556e-01,4.89464492e-01
,-1.02698073e-01,6.58718944e-01,5.56262076e-01,-9.39127505e-02
,6.47650599e-01,6.02487326e-01,-7.66188353e-02]",Your Gesture Name
"[,6.46228790e-01,6.64856136e-01,-4.94461858e-08,5.93500435e-01
,6.54772758e-01,-3.54606062e-02,5.43029368e-01,6.17087305e-01
,-6.43953159e-02,5.20817935e-01,5.76898038e-01,-9.36377272e-02
,5.40031612e-01,5.34852505e-01,-1.22357361e-01,5.49447238e-01
,4.55129474e-01,-4.14186269e-02,5.41021287e-01,3.51786494e-01
,-8.03669393e-02,5.46004415e-01,2.87600875e-01,-1.07081294e-01
,5.52880168e-01,2.31613129e-01,-1.25130117e-01,5.99355042e-01
,4.52351213e-01,-4.49802689e-02,5.81401646e-01,4.33159888e-01
,-1.06978178e-01,5.78991413e-01,5.22511125e-01,-1.23794101e-01
,5.79767823e-01,5.88797808e-01,-1.21229328e-01,6.46400690e-01
,4.65007693e-01,-5.27434908e-02,6.27287865e-01,4.67700452e-01
,-1.10304751e-01,6.19617939e-01,5.58119237e-01,-1.03484422e-01
,6.13084197e-01,6.18658304e-01,-8.36234987e-02,6.89714670e-01
,4.89846200e-01,-6.32401556e-02,6.70121789e-01,4.92262423e-01
,-1.00954562e-01,6.56325817e-01,5.59371412e-01,-9.27832201e-02
,6.45506084e-01,6.05436087e-01,-7.63043985e-02]",Your Gesture Name
"[,6.48791075e-01,6.64467096e-01,-5.80480517e-08,5.93071043e-01
,6.53021455e-01,-3.35502476e-02,5.42116523e-01,6.14540100e-01
,-6.24177642e-02,5.23487985e-01,5.74378967e-01,-9.17932987e-02
,5.43295205e-01,5.36235392e-01,-1.20997950e-01,5.46640456e-01
,4.59487379e-01,-4.39776406e-02,5.32103240e-01,3.52791399e-01
,-8.30436572e-02,5.32503486e-01,2.86463678e-01,-1.09900482e-01
,5.34364045e-01,2.29462042e-01,-1.28282309e-01,5.97648799e-01
,4.54037726e-01,-4.86561693e-02,5.79937458e-01,4.37135994e-01
,-1.10465616e-01,5.80787361e-01,5.26039660e-01,-1.27031147e-01
,5.82484424e-01,5.92179656e-01,-1.24753892e-01,6.45911276e-01
,4.64505047e-01,-5.69643453e-02,6.26415730e-01,4.67986465e-01
,-1.13587104e-01,6.20938540e-01,5.58306932e-01,-1.05668053e-01
,6.14625573e-01,6.19095743e-01,-8.57957751e-02,6.90004349e-01
,4.87241626e-01,-6.78645819e-02,6.70896411e-01,4.89946812e-01
,-1.04827762e-01,6.57659888e-01,5.57871640e-01,-9.52149183e-02
,6.46345854e-01,6.04760408e-01,-7.81391189e-02]",Your Gesture Name
"[,6.49845183e-01,6.65760696e-01,-9.13673261e-08,5.93447328e-01
,6.52853131e-01,-3.75716351e-02,5.42213082e-01,6.16583824e-01
,-6.93426505e-02,5.21036625e-01,5.77463567e-01,-1.00993834e-01
,5.43598771e-01,5.38553178e-01,-1.32256329e-01,5.48969686e-01
,4.62963164e-01,-4.87170629e-02,5.17164707e-01,3.60140294e-01
,-8.87368992e-02,5.02979934e-01,2.96052158e-01,-1.14610299e-01
,4.93286133e-01,2.40757287e-01,-1.32377356e-01,5.98651588e-01
,4.54406410e-01,-5.26054837e-02,5.75937450e-01,4.33263838e-01
,-1.16080761e-01,5.76987684e-01,5.22243798e-01,-1.31543696e-01
,5.80202043e-01,5.88403404e-01,-1.27865851e-01,6.46620452e-01
,4.63410586e-01,-6.05617315e-02,6.24875784e-01,4.68170166e-01
,-1.19011991e-01,6.19048417e-01,5.57857037e-01,-1.10733815e-01
,6.14145279e-01,6.17351413e-01,-9.01576653e-02,6.91251457e-01
,4.85744476e-01,-7.15104416e-02,6.71640694e-01,4.87494379e-01
,-1.09125443e-01,6.58325374e-01,5.54963827e-01,-9.95770246e-02
,6.48220837e-01,6.02098823e-01,-8.26867670e-02]",Your Gesture Name
"[,6.52719915e-01,6.67041600e-01,-2.01520223e-07,5.96013486e-01
,6.53559446e-01,-3.56492102e-02,5.43791533e-01,6.17595911e-01
,-6.52398318e-02,5.19739866e-01,5.74879885e-01,-9.49211717e-02
,5.39113522e-01,5.30508995e-01,-1.23748213e-01,5.49664974e-01
,4.60504353e-01,-4.38047424e-02,5.06376743e-01,3.65237206e-01
,-8.29889476e-02,4.83301967e-01,3.06730032e-01,-1.08133905e-01
,4.66315329e-01,2.56516576e-01,-1.25024393e-01,5.97451389e-01
,4.47813094e-01,-4.72518317e-02,5.73371351e-01,4.35597897e-01
,-1.09075077e-01,5.77244699e-01,5.23707688e-01,-1.23909451e-01
,5.82628310e-01,5.91016531e-01,-1.19583227e-01,6.44183278e-01
,4.54594344e-01,-5.48635013e-02,6.21898651e-01,4.71789747e-01
,-1.09659538e-01,6.17959857e-01,5.59332788e-01,-1.01057537e-01
,6.14854634e-01,6.18973911e-01,-8.07975531e-02,6.87899470e-01
,4.76373643e-01,-6.58210292e-02,6.68655515e-01,4.94065642e-01
,-1.00191399e-01,6.55840218e-01,5.60800850e-01,-9.15844738e-02
,6.46581829e-01,6.06279969e-01,-7.56933168e-02]",Your Gesture Name
